ordinal	row_kind	path	byte_start	byte_end	attribute_kind	item_key	line_start	line_end	cohort	compile_domain	compile_domain_status	role	role_status	candidate_owner_ref	candidate_evidence_refs	owner_evidence_status	candidate_successor_status	successor_basis_or_blocker	review_state
109	dead_code_allowance	src/mir/compiler/module_registry.in.rs	524	543	outer_allow	callable_scc_partition	16	16	A	generated_included	file_observed	callable_topology	candidate_evidence	docs/development/current/main/investigations/normal-callable-module0-r0-s0-execution-task-2026-07-26.md#range:17-19@979bf3af93	docs/development/current/main/investigations/normal-callable-module0-r0-s0-execution-task-2026-07-26.md#range:17-19@979bf3af93	candidate	unknown	named successor/retire condition is a candidate only; exact row policy remains unissued	candidate_evidence
110	dead_code_allowance	src/mir/compiler/module_registry.in.rs	591	610	outer_allow	callable_single_loop_operation_effect	18	18	A	generated_included	file_observed	callable_loop_operation_effect	candidate_evidence	src/mir/compiler/callable_single_loop_operation_effect.rs#symbol:issue_callable_operation_effect_parts_v1@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	src/mir/compiler/callable_single_loop_operation_effect.rs#range:1-6@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715;src/mir/compiler/callable_single_loop_operation_effect.rs#range:189-225@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715;src/mir/compiler/callable_semantic_program.rs#range:94-106@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	candidate	unknown	Technical operation/effect issuer is evidenced, but no production selector or exact-key retention/successor policy is named	candidate_evidence
111	dead_code_allowance	src/mir/compiler/module_registry.in.rs	791	810	outer_allow	callable_single_loop_recipe	23	23	A	generated_included	file_observed	callable_loop_recipe	candidate_evidence	src/mir/compiler/callable_single_loop_recipe.rs#symbol:canonical_callable_single_loop_recipe_v1@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	src/mir/compiler/callable_single_loop_recipe.rs#range:1-15@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715;src/mir/compiler/callable_single_loop_recipe_coseal.rs#range:273-291@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	candidate	unknown	Fixed recipe issuer is technical candidate evidence only; no production selector or exact-key retention/successor policy is named	candidate_evidence
112	dead_code_allowance	src/mir/compiler/module_registry.in.rs	855	874	outer_allow	callable_single_loop_recipe_coseal	25	25	A	generated_included	file_observed	callable_loop_recipe_coseal	candidate_evidence	src/mir/compiler/callable_single_loop_recipe_coseal.rs#symbol:issue_callable_single_loop_recipe_v1@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	src/mir/compiler/callable_single_loop_recipe_coseal.rs#range:1-8@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715;src/mir/compiler/callable_single_loop_recipe_coseal.rs#range:273-321@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	candidate	unknown	Recipe co-seal issuer is technical candidate evidence only; no production selector or exact-key retention/successor policy is named	candidate_evidence
113	dead_code_allowance	src/mir/compiler/module_registry.in.rs	1041	1060	outer_allow	callable_single_loop_source_map	30	30	A	generated_included	file_observed	callable_loop_source_map	candidate_evidence	src/mir/compiler/callable_single_loop_source_map.rs#symbol:issue_callable_single_loop_source_map_v1@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	src/mir/compiler/callable_single_loop_source_map.rs#range:1-6@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715;src/mir/compiler/callable_single_loop_source_map.rs#range:281-364@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	candidate	unknown	Source-map issuer is technical candidate evidence only; no production selector or exact-key retention/successor policy is named	candidate_evidence
114	dead_code_allowance	src/mir/compiler/module_registry.in.rs	1109	1128	outer_allow	callable_single_loop_source_shapes	32	32	A	generated_included	file_observed	callable_loop_source_shapes	candidate_evidence	src/mir/compiler/callable_single_loop_source_shapes.rs#symbol:SourceExprShapeV1@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	src/mir/compiler/callable_single_loop_source_shapes.rs#range:1-6@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715;src/mir/compiler/callable_single_loop_source_shapes.rs#range:95-104@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715;src/mir/compiler/callable_single_loop_source_map.rs#range:475-490@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	candidate	unknown	Neutral shape vocabulary has no independent production selector; exact-key retention/successor policy is not named	candidate_evidence
115	dead_code_allowance	src/mir/compiler/module_registry.in.rs	1308	1327	outer_allow	callable_single_loop_syntax_facts	37	37	A	generated_included	file_observed	callable_loop_syntax_facts	candidate_evidence	src/mir/compiler/callable_single_loop_syntax_facts.rs#symbol:issue_callable_single_loop_syntax_facts_v1@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	src/mir/compiler/callable_single_loop_syntax_facts.rs#range:1-6@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715;src/mir/compiler/callable_single_loop_syntax_facts.rs#range:254-324@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715;src/mir/compiler/callable_single_loop_syntax_facts.rs#range:326-340@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	candidate	unknown	Syntax-facts issuer is technical candidate evidence only; no production selector or exact-key retention/successor policy is named	candidate_evidence
116	dead_code_allowance	src/mir/compiler/module_registry.in.rs	1378	1397	outer_allow	canonical_core_dispatch	39	39	A	generated_included	file_observed	canonical_core_dispatch	candidate_evidence	src/mir/compiler/canonical_core_dispatch.rs#symbol:NormalCanonicalCoreSourcePlanCompilerV1@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	src/mir/compiler/canonical_core_dispatch.rs#range:235-237@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715;src/mir/compiler/canonical_core_dispatch.rs#range:321-345@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715;src/runner/reference/normal_file_canonical_core_vm.rs#range:60-69@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	candidate	unknown	Canonical core family dispatcher and reference ingress are current role evidence only; exact-key retention/successor policy is not named	candidate_evidence
117	dead_code_allowance	src/mir/compiler/module_registry.in.rs	1438	1457	outer_allow	canonical_script_source_a_input	41	41	A	generated_included	file_observed	canonical_script_source_transport	candidate_evidence	src/mir/compiler/canonical_script_source_a_input.rs#symbol:CanonicalScriptSourceAInputHandoffV1@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	src/mir/compiler/canonical_script_source_a_input.rs#range:1-5@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715;src/mir/compiler/canonical_script_source_a_input.rs#range:32-74@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715;src/mir/compiler/canonical_script_source_a_input.rs#range:119-146@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	candidate	unknown	Parser-backed Script transport has no current A consumer; future issuer is not a tracked successor, so exact-key policy remains unissued	candidate_evidence
118	dead_code_allowance	src/mir/compiler/module_registry.in.rs	1560	1579	outer_allow	canonical_source_identity	44	44	A	generated_included	file_observed	canonical_source_identity	candidate_evidence	src/mir/compiler/canonical_source_identity.rs#symbol:CanonicalSourceBytesDigestV1@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	src/mir/compiler/canonical_source_identity.rs#range:1-16@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715;src/runner/reference/normal_file_vm_frontdoor.rs#range:322-355@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	candidate	unknown	Canonical source digest issuer and read-once frontdoor are current role evidence only; exact-key retention policy and allowance scope are not named	candidate_evidence
119	dead_code_allowance	src/mir/compiler/module_registry.in.rs	1622	1641	outer_allow	canonical_drain_manifest	46	46	A	generated_included	file_observed	canonical_drain_manifest	candidate_evidence	src/mir/compiler/canonical_drain_manifest.rs#symbol:CanonicalDrainManifestV1@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	src/mir/compiler/canonical_drain_manifest.rs#range:73-136@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715;src/mir/compiler/canonical_physical_completion.rs#range:222-237@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715;src/mir/compiler/resolved_direct_accum_cutover.rs#range:90-104@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	candidate	unknown	Canonical drain owner and current cutover consumers are role evidence only; historical disconnected wording is stale, and exact-key retention/successor policy is not named	candidate_evidence
120	dead_code_allowance	src/mir/compiler/module_registry.in.rs	1672	1691	outer_allow	canonical_finalization	48	48	A	generated_included	file_observed	canonical_finalization	candidate_evidence	src/mir/compiler/canonical_finalization.rs#symbol:CanonicalModuleFinalizerV1@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	src/mir/compiler/canonical_finalization.rs#range:100-113@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715;src/mir/compiler/resolved_direct_accum_cutover.rs#range:90-109@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715;src/mir/compiler/resolved_nested_predicate_cutover.rs#range:66-87@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	candidate	unknown	Canonical finalizer has current cutover evidence, but historical disconnected wording is stale and exact-key retention/successor policy is not named	candidate_evidence
121	dead_code_allowance	src/mir/compiler/module_registry.in.rs	1739	1758	outer_allow	canonical_physical_completion	50	50	A	generated_included	file_observed	canonical_physical_completion	candidate_evidence	src/mir/compiler/canonical_physical_completion.rs#symbol:CollectedCanonicalPhysicalInvocationV1::complete@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	src/mir/compiler/canonical_physical_completion.rs#range:137-211@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715;src/mir/compiler/canonical_physical_completion.rs#range:222-237@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715;src/mir/compiler/resolved_direct_accum_cutover.rs#range:90-109@ca3ffeddd8a2a831e3c56674dd8c0f533ed15715	candidate	unknown	Canonical physical completion has current cutover evidence, but historical disconnected wording is stale and exact-key retention/successor policy is not named	candidate_evidence
122	dead_code_allowance	src/mir/compiler/module_registry.in.rs	1848	1867	outer_allow	common_v2_session_admission	53	53	A	generated_included	file_observed	common_v2_session_admission	candidate_evidence	src/mir/compiler/common_v2_session_admission.rs#symbol:with_loop_v2_canonical_session_admission@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/common_v2_session_admission.rs#range:148-210@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/common_v2_physical_function_skeleton.rs#range:89-120@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/common_v2_session_admission_tests.rs#range:44-80@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/README.md#range:227-251@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	Common V2 session admission has a named technical owner and test/canary boundary only; production issuer selection and exact-key retention/successor policy are not issued	candidate_evidence
123	dead_code_allowance	src/mir/compiler/module_registry.in.rs	1920	1939	outer_allow	common_v2_physical_function_entry_input	55	55	A	generated_included	file_observed	common_v2_physical_entry_input	candidate_evidence	src/mir/compiler/common_v2_physical_function_entry_input.rs#symbol:issue_common_v2_physical_function_entry_input@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/common_v2_physical_function_entry_input.rs#range:111-131@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/common_v2_physical_function_entry_input.rs#range:309-365@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/README.md#range:279-301@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	Common V2 physical-entry input is transport-only/test-issued evidence with no production caller or exact-key retention/successor policy	candidate_evidence
124	dead_code_allowance	src/mir/compiler/module_registry.in.rs	2004	2023	outer_allow	common_v2_physical_function_skeleton	57	57	A	generated_included	file_observed	common_v2_physical_function_skeleton	candidate_evidence	src/mir/compiler/common_v2_physical_function_skeleton.rs#symbol:reserve_common_v2_physical_function_skeleton@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/common_v2_physical_function_skeleton.rs#range:196-235@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/common_v2_physical_function_skeleton.rs#range:298-345@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/README.md#range:303-316@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	Common V2 skeleton is a detached unpublished shell with test consumers only; exact-key retention/successor policy is not issued	candidate_evidence
125	dead_code_allowance	src/mir/compiler/module_registry.in.rs	2085	2104	outer_allow	direct_accum_capability	59	59	A	generated_included	file_observed	direct_accum_capability	candidate_evidence	src/mir/compiler/direct_accum_capability.rs#symbol:probe_direct_accum_source_unit_v1@232b5fe2d852fc06a7a5992c59485ceb042e8e42	src/mir/compiler/direct_accum_capability.rs#range:28-55@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/compiler/direct_accum_capability.rs#range:57-167@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/compiler/capability.rs#range:89-99@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/compiler/mod.rs#range:510-531@232b5fe2d852fc06a7a5992c59485ceb042e8e42	candidate	unknown	DirectAccum capability probe and production preflight route are current owner evidence only; exact registry allowance retention policy and named successor are not issued	candidate_evidence
126	dead_code_allowance	src/mir/compiler/module_registry.in.rs	2207	2226	outer_allow	direct_accum_prefix	63	63	A	generated_included	file_observed	direct_accum_prefix_input	candidate_evidence	src/mir/compiler/direct_accum_profile.rs#symbol:issue_direct_accum_prefix_input_v1@232b5fe2d852fc06a7a5992c59485ceb042e8e42	src/mir/compiler/direct_accum_profile.rs#range:50-68@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/builder/resolved_lowering/direct_accum_lowerer.rs#range:86-114@232b5fe2d852fc06a7a5992c59485ceb042e8e42	candidate	unknown	DirectAccum prefix issuer and lowerer handoff are current owner evidence only; exact registry allowance retention policy and named successor are not issued	candidate_evidence
127	dead_code_allowance	src/mir/compiler/module_registry.in.rs	2271	2290	outer_allow	direct_accum_profile	65	65	A	generated_included	file_observed	direct_accum_profile	candidate_evidence	src/mir/compiler/direct_accum_profile.rs#symbol:issue_direct_accum_plan_v1@232b5fe2d852fc06a7a5992c59485ceb042e8e42	src/mir/compiler/direct_accum_profile.rs#range:50-158@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/compiler/mod.rs#range:525-531@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/compiler/resolved_direct_accum_cutover.rs#range:19-25@232b5fe2d852fc06a7a5992c59485ceb042e8e42	candidate	unknown	DirectAccum whole-function plan issuer and resolved cutover are current owner evidence only; exact registry allowance retention policy and named successor are not issued	candidate_evidence
128	dead_code_allowance	src/mir/compiler/module_registry.in.rs	2336	2355	outer_allow	direct_accum_projection	67	67	A	generated_included	file_observed	direct_accum_projection	candidate_evidence	src/mir/compiler/direct_accum_projection.rs#symbol:issue_direct_accum_facts_from_source_v1@232b5fe2d852fc06a7a5992c59485ceb042e8e42	src/mir/compiler/direct_accum_projection.rs#range:52-125@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/compiler/direct_accum_profile.rs#range:61-68@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/builder/resolved_lowering/direct_accum_lowerer.rs#range:86-114@232b5fe2d852fc06a7a5992c59485ceb042e8e42	candidate	unknown	DirectAccum source projection and physical lowerer handoff are current owner evidence only; exact registry allowance retention policy and named successor are not issued	candidate_evidence
129	dead_code_allowance	src/mir/compiler/module_registry.in.rs	2404	2423	outer_allow	dynamic_full_body_recipe	69	69	A	generated_included	file_observed		unreviewed			missing	unknown	generated registry retention policy and successor owner are not named	blocked_successor
130	dead_code_allowance	src/mir/compiler/module_registry.in.rs	2473	2492	outer_allow	dynamic_full_body_source	71	71	A	generated_included	file_observed	dynamic_source_inventory	candidate_evidence	src/mir/compiler/dynamic_full_body_source.rs#symbol:DynamicFullBodySourceIssuerV1::issue@232b5fe2d852fc06a7a5992c59485ceb042e8e42	src/mir/compiler/dynamic_full_body_source.rs#range:170-497@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/normal_callable_semantic_package/dynamic_admission.rs#range:63-120@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/normal_callable_semantic_package/issuer.rs#range:134-138@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/normal_callable_semantic_package/issuer.rs#range:211-229@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/normal_callable_semantic_package/issuer.rs#range:273-323@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/builder/normal_default_root_catalog_lifecycle.rs#range:246-266@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/compiler/normal_default_pipeline.rs#range:469-484@232b5fe2d852fc06a7a5992c59485ceb042e8e42	candidate	unknown	Dynamic source issuer and non-test package admission/consumer chain are current role evidence only; selected physical fate and exact-key retention/successor policy are not issued	candidate_evidence
131	dead_code_allowance	src/mir/compiler/module_registry.in.rs	2591	2610	outer_allow	external_commit	75	75	A	generated_included	file_observed		unreviewed			missing	unknown	generated registry retention policy and successor owner are not named	blocked_successor
132	dead_code_allowance	src/mir/compiler/module_registry.in.rs	2799	2818	outer_allow	generic_g0_projection	82	82	A	generated_included	file_observed		unreviewed			missing	unknown	generated registry retention policy and successor owner are not named	blocked_successor
133	dead_code_allowance	src/mir/compiler/module_registry.in.rs	2865	2884	outer_allow	generic_g0_source_parent	84	84	A	generated_included	file_observed	generic_g0_source_parent	candidate_evidence	src/mir/compiler/generic_g0_source_parent.rs#symbol:issue_generic_g0_source_parent_v1@232b5fe2d852fc06a7a5992c59485ceb042e8e42	src/mir/compiler/generic_g0_source_parent.rs#range:288-348@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/compiler/generic_g0_physical_operation_cohort.rs#range:171-179@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/compiler/generic_g0_physical_operation_cohort/emitter_admission.rs#range:275-309@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/compiler/README.md#range:62-78@232b5fe2d852fc06a7a5992c59485ceb042e8e42	candidate	unknown	Generic G0 source-parent issuer and prephysical emitter are compiled technical evidence only; no exact-key RetainNamed policy or named successor is issued	candidate_evidence
134	dead_code_allowance	src/mir/compiler/module_registry.in.rs	2934	2953	outer_allow	generic_g0_storage_lane_source	86	86	A	generated_included	file_observed	generic_g0_storage_lane_source	candidate_evidence	src/mir/compiler/generic_g0_storage_lane_source.rs#symbol:issue_generic_g0_storage_lane_source_projection_v1@232b5fe2d852fc06a7a5992c59485ceb042e8e42	src/mir/compiler/generic_g0_storage_lane_source.rs#range:104-177@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/compiler/generic_g0_source_parent.rs#range:329-336@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/compiler/README.md#range:624-641@232b5fe2d852fc06a7a5992c59485ceb042e8e42	candidate	unknown	Generic G0 storage-lane projection is source-only prephysical evidence; no exact-key RetainNamed policy or named successor is issued	candidate_evidence
135	dead_code_allowance	src/mir/compiler/module_registry.in.rs	3009	3028	outer_allow	generic_g0_physical_function_entry_input	88	88	A	generated_included	file_observed	generic_g0_physical_function_entry_input	candidate_evidence	src/mir/compiler/generic_g0_physical_function_entry_input.rs#symbol:issue_generic_g0_physical_function_entry_input_v1@232b5fe2d852fc06a7a5992c59485ceb042e8e42	src/mir/compiler/generic_g0_physical_function_entry_input.rs#range:97-268@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/compiler/generic_g0_physical_operation_cohort/emitter_admission.rs#range:282-286@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/compiler/README.md#range:33-51@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/builder/resolved_lowering/mod.rs#range:37-38@232b5fe2d852fc06a7a5992c59485ceb042e8e42	candidate	unknown	Generic G0 physical-entry issuer is caller-zero/prephysical evidence; no exact-key RetainNamed policy or named successor is issued	candidate_evidence
136	dead_code_allowance	src/mir/compiler/module_registry.in.rs	3389	3408	outer_allow	generic_g0_function_effect	95	95	A	generated_included	file_observed	generic_g0_function_effect	candidate_evidence	src/mir/compiler/generic_g0_function_effect.rs#symbol:issue_generic_g0_no_external_effect_v1@232b5fe2d852fc06a7a5992c59485ceb042e8e42	src/mir/compiler/generic_g0_function_effect.rs#range:46-204@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/compiler/generic_g0_source_parent.rs#range:316-322@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/compiler/README.md#range:6-23@232b5fe2d852fc06a7a5992c59485ceb042e8e42	candidate	unknown	Generic G0 source-effect issuer is caller-zero/prephysical evidence; do not confuse it with the separate physical effect module; no exact-key RetainNamed policy or named successor is issued	candidate_evidence
137	dead_code_allowance	src/mir/compiler/module_registry.in.rs	3460	3479	outer_allow	generic_g0_completion	97	97	A	generated_included	file_observed	generic_g0_completion	candidate_evidence	src/mir/compiler/generic_g0_completion.rs#symbol:issue_generic_g0_completion_transport_v1@232b5fe2d852fc06a7a5992c59485ceb042e8e42	src/mir/compiler/generic_g0_completion.rs#range:29-62@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/compiler/generic_g0_source_parent.rs#range:314-315@232b5fe2d852fc06a7a5992c59485ceb042e8e42	candidate	unknown	Generic G0 completion transport is prephysical evidence only; no exact-key RetainNamed policy or named successor is issued	candidate_evidence
138	dead_code_allowance	src/mir/compiler/module_registry.in.rs	3526	3545	outer_allow	generic_g0_result_abi	99	99	A	generated_included	file_observed	generic_g0_result_abi	candidate_evidence	src/mir/compiler/generic_g0_result_abi.rs#symbol:issue_generic_g0_result_abi_transport_v1@232b5fe2d852fc06a7a5992c59485ceb042e8e42	src/mir/compiler/generic_g0_result_abi.rs#range:40-115@232b5fe2d852fc06a7a5992c59485ceb042e8e42;src/mir/compiler/generic_g0_source_parent.rs#range:308-313@232b5fe2d852fc06a7a5992c59485ceb042e8e42	candidate	unknown	Generic G0 result-ABI transport is source/header parity evidence only; no exact-key RetainNamed policy or named successor is issued	candidate_evidence
139	dead_code_allowance	src/mir/compiler/module_registry.in.rs	3656	3675	outer_allow	located	102	102	A	generated_included	file_observed	source_location	candidate_evidence	docs/development/current/main/investigations/mirbuilder-b0-l4-located-coreplan-source-coverage-consultation-2026-07-14.md#range:1-15@979bf3af93	docs/development/current/main/investigations/mirbuilder-b0-l4-located-coreplan-source-coverage-consultation-2026-07-14.md#range:1-15@979bf3af93	candidate	unknown	superseded-by direction is a candidate only; exact row policy remains unissued	candidate_evidence
140	dead_code_allowance	src/mir/compiler/module_registry.in.rs	3774	3793	outer_allow	loop_cond_break_continue_projection	106	106	A	generated_included	file_observed	loop_observation_test_reference	reviewed_ready_for_map	src/mir/compiler/loop_cond_break_continue_projection.rs#symbol:issue_loop_cond_break_continue_source_projection_v1@3357b7337706e1a3deb5337b6a420d3aac535e36	src/mir/compiler/loop_cond_break_continue_projection.rs#range:1-140@3357b7337706e1a3deb5337b6a420d3aac535e36;src/mir/compiler/loop_cond_break_continue_observation.rs#range:1-46@3357b7337706e1a3deb5337b6a420d3aac535e36;docs/development/current/main/design/loop-family-observation-policy-ssot.md#range:458-526@3357b7337706e1a3deb5337b6a420d3aac535e36;tools/checks/lib/loop_family_observation_contract.sh#range:3-77@3357b7337706e1a3deb5337b6a420d3aac535e36	reviewed	not_required	RetainNamed current caller-zero LoopCond test/reference observer; reopen if test adapter/tests/shared guard consumers reach zero, production observation is promoted, or a replacement projector lands; no production promotion or source deletion is authorized	reviewed_ready_for_map
141	dead_code_allowance	src/mir/compiler/module_registry.in.rs	3971	3990	outer_allow	loop_true_break_continue_projection	112	112	A	generated_included	file_observed	loop_observation_test_reference_facade	reviewed_ready_for_map	src/mir/compiler/loop_true_break_continue_projection.rs#symbol:issue_loop_true_break_continue_source_projection_v1@3357b7337706e1a3deb5337b6a420d3aac535e36	src/mir/compiler/loop_true_break_continue_projection.rs#range:1-150@3357b7337706e1a3deb5337b6a420d3aac535e36;src/mir/compiler/loop_true_break_continue_observation.rs#range:1-46@3357b7337706e1a3deb5337b6a420d3aac535e36;src/mir/loop_route_policy/loop_true_break_continue.rs#range:1-26@3357b7337706e1a3deb5337b6a420d3aac535e36;src/mir/loop_recipe_contract/loop_true_break_continue_producer.rs#range:1-77@3357b7337706e1a3deb5337b6a420d3aac535e36;docs/development/current/main/design/loop-family-observation-policy-ssot.md#range:292-313@3357b7337706e1a3deb5337b6a420d3aac535e36;tools/checks/lib/loop_family_observation_contract.sh#range:3-77@3357b7337706e1a3deb5337b6a420d3aac535e36	reviewed	not_required	RetainNamed current caller-zero LoopTrue test/reference observer plus caller-zero type facade; reopen if test consumers or facade imports reach zero, production observation is promoted, or a replacement projector lands; compatibility re-export permanence, production promotion, and source deletion are not authorized	reviewed_ready_for_map
142	dead_code_allowance	src/mir/compiler/module_registry.in.rs	4071	4090	outer_allow	module_postprocess	115	115	A	generated_included	file_observed	runtime	reviewed_ready_for_map	src/mir/compiler/module_postprocess.rs#symbol:ModulePostprocessOwnerV1@a3d9098f91eef5f9b2189b98037cc96984711740	src/mir/compiler/module_postprocess.rs#range:301-350@a3d9098f91eef5f9b2189b98037cc96984711740;src/mir/compiler/module_postprocess_stages.rs#symbol:run_postprocess_stages@a3d9098f91eef5f9b2189b98037cc96984711740	reviewed	not_required	RetainNamed current postprocess owner; successor_ref=none_required; historical disconnected wording superseded by c4ecd2843e, 1bdc8d51d9, fa91cf9e19; reopen if all non-test callers reach zero or a replacement owner lands	reviewed_ready_for_map
143	dead_code_allowance	src/mir/compiler/module_registry.in.rs	4373	4392	outer_allow	nested_predicate_effect_plan	122	122	A	generated_included	file_observed	nested_predicate_effect_plan	candidate_evidence	src/mir/compiler/nested_predicate_effect_plan.rs#symbol:issue_nested_binding_execution_claims_v1@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/nested_predicate_effect_plan.rs#range:402-452@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/nested_predicate_profile.rs#range:152-158@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/builder/resolved_lowering/nested_predicate_lowerer.rs#range:28-31@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/builder/resolved_lowering/nested_predicate_lowerer.rs#range:88-120@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	NestedPredicate effect claims have a current profile/lowerer owner chain, but exact registry allowance retention/successor policy is not issued	candidate_evidence
144	dead_code_allowance	src/mir/compiler/module_registry.in.rs	4504	4523	outer_allow	nested_predicate_physical_input	126	126	A	generated_included	file_observed	nested_predicate_physical_input	candidate_evidence	src/mir/compiler/nested_predicate_physical_input.rs#symbol:VerifiedNestedPhysicalBlockProjectionV1::try_new@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/nested_predicate_physical_input.rs#range:48-124@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/nested_predicate_physical_input.rs#range:190-220@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/builder/resolved_lowering/nested_predicate_lowerer.rs#range:73-101@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	NestedPredicate physical input has a current projection/lowerer owner chain, but exact registry allowance retention/successor policy is not issued	candidate_evidence
145	dead_code_allowance	src/mir/compiler/module_registry.in.rs	4580	4599	outer_allow	nested_predicate_producer	128	128	A	generated_included	file_observed	nested_predicate_producer	candidate_evidence	src/mir/compiler/nested_predicate_producer.rs#symbol:produce_nested_predicate_recipe_v1@7917aa105cd056d58adac837b5f0bc297da89006	src/mir/compiler/nested_predicate_producer.rs#range:78-108@7917aa105cd056d58adac837b5f0bc297da89006;src/mir/compiler/nested_predicate_profile.rs#range:154-155@7917aa105cd056d58adac837b5f0bc297da89006	candidate	unknown	NestedPredicate Recipe producer has current profile/source handoff evidence, but exact registry allowance retention/successor policy is not issued	candidate_evidence
